province_id,province_name,min_rain,max_rain,avg_rain,year_no,month_no,date,plant,produce_value
26,นครนายก,0.200000003,11.88000011,3.188052416,2018,11,11-01-18,ลองกอง,0
26,นครนายก,14.81999969,100.8099976,48.61047363,2018,12,12-01-18,ลองกอง,0
25,ปราจีนบุรี,69.56999969,174.2599945,129.1934204,2018,1,01-01-18,ลองกอง,0
25,ปราจีนบุรี,25.52000046,77,46.46303177,2018,2,02-01-18,ลองกอง,0
25,ปราจีนบุรี,18.39999962,122.5400009,62.75818634,2018,3,03-01-18,ลองกอง,0
25,ปราจีนบุรี,149.7299957,340.2099915,250.4055634,2018,4,04-01-18,ลองกอง,0
25,ปราจีนบุรี,78.01000214,237.6999969,129.0865173,2018,5,05-01-18,ลองกอง,17
25,ปราจีนบุรี,139.5599976,208.1799927,185.5131073,2018,6,06-01-18,ลองกอง,49
25,ปราจีนบุรี,172.4199982,396.5899963,338.0404663,2018,7,07-01-18,ลองกอง,52
25,ปราจีนบุรี,216.2100067,398.7900085,320.7382202,2018,8,08-01-18,ลองกอง,43
25,ปราจีนบุรี,221.4299927,401.0899963,343.6377563,2018,9,09-01-18,ลองกอง,3
25,ปราจีนบุรี,61.97999954,165.9600067,125.5649796,2018,10,10-01-18,ลองกอง,0
25,ปราจีนบุรี,0,9,2.528768778,2018,11,11-01-18,ลองกอง,0
25,ปราจีนบุรี,5.409999847,72.62999725,17.09456062,2018,12,12-01-18,ลองกอง,0
22,จันทบุรี,60.79999924,127.6100006,82.15799713,2018,1,01-01-18,ลองกอง,0
22,จันทบุรี,8.199999809,47.56999969,18.23806763,2018,2,02-01-18,ลองกอง,0
22,จันทบุรี,87.58999634,202.1000061,159.7806244,2018,3,03-01-18,ลองกอง,0
22,จันทบุรี,195.4100037,264.8900146,217.4451599,2018,4,04-01-18,ลองกอง,81
84,สุราษฎร์ธานี,43.02000046,139.1699982,89.69182587,2018,3,03-01-18,ลองกอง,0
84,สุราษฎร์ธานี,111.4100037,256.4299927,180.6929474,2018,4,04-01-18,ลองกอง,0
84,สุราษฎร์ธานี,122.25,368.3599854,231.3120422,2018,5,05-01-18,ลองกอง,0
84,สุราษฎร์ธานี,75.15000153,558.3400269,217.2162781,2018,6,06-01-18,ลองกอง,0
84,สุราษฎร์ธานี,72.36000061,728.9500122,248.8718567,2018,7,07-01-18,ลองกอง,2
84,สุราษฎร์ธานี,54.63999939,660.7399902,200.898407,2018,8,08-01-18,ลองกอง,5216
