year,plant,region_province,type,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12, percentage_per_ton 
2552,ลิ้นจี่,รวมทั้งประเทศ,ร้อยละ, -   , -   , 0.77 , 29.06 , 57.04 , 12.74 , 0.39 , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 634 ," 24,065 "," 47,236 "," 10,550 ", 323 , -   , -   , -   , -   , -   ," 82,808 "
2552,ลิ้นจี่,ภาคเหนือ,ร้อยละ, -   , -   , -   , 25.49 , 60.48 , 13.58 , 0.45 , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   ," 18,524 "," 43,951 "," 9,870 ", 323 , -   , -   , -   , -   , -   ," 72,668 "
2552,ลิ้นจี่,ภาคตะวันออกเฉียงเหนือ,ร้อยละ, -   , -   , 0.68 , 11.23 , 70.21 , 17.88 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 15 , 248 ," 1,551 ", 395 , -   , -   , -   , -   , -   , -   ," 2,209 "
2552,ลิ้นจี่,ภาคกลาง,ร้อยละ, -   , -   , 7.81 , 66.74 , 21.86 , 3.59 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 619 ," 5,293 "," 1,734 ", 285 , -   , -   , -   , -   , -   , -   ," 7,931 "
2552,ลิ้นจี่,เชียงราย,ร้อยละ, -   , -   , -   , 29.75 , 61.35 , 8.90 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   ," 5,430 "," 11,197 "," 1,625 ", -   , -   , -   , -   , -   , -   ," 18,252 "
2552,ลิ้นจี่,พะเยา,ร้อยละ, -   , -   , -   , 32.25 , 52.65 , 15.10 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   ,," 4,675 "," 7,632 "," 2,189 ", -   , -   , -   , -   , -   , -   ," 14,496 "
2552,ลิ้นจี่,ลำปาง,ร้อยละ, -   , -   , -   , -   , 86.83 , 13.17 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , -   , 633 , 96 , -   , -   , -   , -   , -   , -   , 729 
2552,ลิ้นจี่,เชียงใหม่,ร้อยละ, -   , -   , -   , 24.87 , 54.50 , 19.47 , 1.16 , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   ," 6,946 "," 15,217 "," 5,436 ", 323 , -   , -   , -   , -   , -   ," 27,922 "
2552,ลิ้นจี่,แม่ฮ่องสอน,ร้อยละ, -   , -   , -   , 8.28 , 83.55 , 8.17 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 74 , 747 , 73 , -   , -   , -   , -   , -   , -   , 894 
2552,ลิ้นจี่,ตาก,ร้อยละ, -   , -   , -   , 17.86 , 82.14 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 5 , 23 , -   , -   , -   , -   , -   , -   , -   , 28 
2552,ลิ้นจี่,แพร่,ร้อยละ, -   , -   , -   , 35.84 , 61.06 , 3.10 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 81 , 138 , 7 , -   , -   , -   , -   , -   , -   , 226 
2552,ลิ้นจี่,น่าน,ร้อยละ, -   , -   , -   , 13.64 , 85.19 , 1.17 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   ," 1,307 "," 8,162 ", 112 , -   , -   , -   , -   , -   , -   ," 9,581 "
2552,ลิ้นจี่,เพชรบูรณ์,ร้อยละ, -   , -   , -   , 1.11 , 37.41 , 61.48 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 6 , 202 , 332 , -   , -   , -   , -   , -   , -   , 540 
2552,ลิ้นจี่,เลย,ร้อยละ, -   , -   , -   , 10.75 , 75.68 , 13.57 , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 183 ," 1,288 ", 231 , -   , -   , -   , -   , -   , -   ," 1,702 "
2552,ลิ้นจี่,อุดรธานี,ร้อยละ, -   , -   , -   , 42.86 , 57.14 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 3 , 4 , -   , -   , -   , -   , -   , -   , -   , 7 
2552,ลิ้นจี่,หนองคาย,ร้อยละ, -   , -   , -   , 11.11 , 55.56 , 33.33 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 2 , 10 , 6 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,ชัยภูมิ,ร้อยละ, -   , -   , 6.71 , 14.77 , 30.20 , 48.32 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 10 , 22 , 45 , 72 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,นครราชสีมา,ร้อยละ, -   , -   , 1.50 , 11.41 , 61.26 , 25.83 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 5.00 , 38.00 , 204 , 86 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,ปราจีนบุรี,ร้อยละ, -   , -   , -   , 45.45 , 54.55 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 5 , 6 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,จันทบุรี,ร้อยละ, -   , -   , 1.26 , 27.97 , 57.48 , 13.29 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 27 , 600 ," 1,233 ", 285 , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,กาญจนบุรี,ร้อยละ, -   , -   , -   , 48.78 , 51.22 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 40 , 42 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,ราชบุรี,ร้อยละ, -   , -   , 10.42 , 60.41 , 29.17 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 5 , 29 , 14 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,สมุทรสงคราม,ร้อยละ, -   , -   , 10.40 , 81.82 , 7.78 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลิ้นจี่,,ปริมาณ, -   , -   , 587 ," 4,619 ", 439 , -   , -   , -   , -   , -   , -   , -   , -   
2552,ลำไย,รวมทั้งประเทศ,ร้อยละ, 4.33 , 3.87 , 2.52 , 1.53 , 1.34 , 2.77 , 40.16 , 34.85 , 2.02 , 1.39 , 1.94 , 3.28 , 100.00 
2552,ลำไย,,ปริมาณ," 27,029 "," 24,180 "," 15,708 "," 9,533 "," 8,364 "," 17,280 "," 250,767 "," 217,656 "," 12,599 "," 8,753 "," 12,108 "," 20,513 "," 624,490 "
2552,ลำไย,ภาคเหนือ,ร้อยละ, 1.28 , 0.95 , 0.76 , 0.53 , 1.01 , 3.19 , 46.47 , 41.51 , 1.96 , 0.91 , 0.67 , 0.76 , 100.00 
2552,ลำไย,,ปริมาณ," 6,530 "," 4,856 "," 3,859 "," 2,696 "," 5,151 "," 16,298 "," 237,230 "," 211,916 "," 10,009 "," 4,664 "," 3,434 "," 3,868 "," 510,511 "
2552,ลำไย,ตะวันออก/เหนือ,ร้อยละ, -   , 0.04 , 1.14 , 4.06 , 2.65 , 4.35 , 64.29 , 21.69 , 1.41 , 0.25 , 0.07 , 0.05 , 100.00 
2552,ลำไย,,ปริมาณ, -   , 8 , 232 , 829 , 540 , 887 ," 13,114 "," 4,425 ", 288 , 51 , 13 , 10 ," 20,397 "
2552,ลำไย,ภาคกลาง,ร้อยละ, 21.90 , 20.64 , 12.41 , 6.42 , 2.86 , 0.11 , 0.45 , 1.41 , 2.46 , 4.31 , 9.25 , 17.78 , 100.00 
2552,ลำไย,,ปริมาณ," 20,499 "," 19,316 "," 11,617 "," 6,008 "," 2,673 ", 95 , 423 ," 1,315 "," 2,302 "," 4,038 "," 8,661 "," 16,635 "," 93,582 "
2552,ลำไย, เชียงราย ,ร้อยละ, -   , -   , -   , -   , 0.18 , 5.36 , 50.47 , 36.26 , 4.43 , 2.68 , 0.39 , 0.23 , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , 92 ," 2,754 "," 25,935 "," 18,633 "," 2,276 "," 1,377 ", 201 , 118 ," 51,386 "
2552,ลำไย, พะเยา ,ร้อยละ, -   , -   , -   , -   , -   , 3.19 , 40.44 , 56.37 , -   , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 816 ," 10,350 "," 14,427 ", -   , -   , -   , -   ," 25,593 "
2552,ลำไย, ลำปาง ,ร้อยละ, -   , -   , -   , -   , -   , 17.42 , 46.29 , 26.08 , 10.21 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   ," 1,601 "," 4,254 "," 2,397 ", 938 , -   , -   , -   ," 9,190 "
2552,ลำไย, ลำพูน ,ร้อยละ, 0.59 , 0.94 , 0.78 , 0.89 , 0.82 , 1.62 , 46.42 , 45.54 , 1.49 , 0.12 , 0.36 , 0.43 , 100.00 
2552,ลำไย,,ปริมาณ," 1,082 "," 1,724 "," 1,430 "," 1,632 "," 1,504 "," 2,971 "," 85,121 "," 83,508 "," 2,732 ", 220 , 660 , 788 ," 183,372 "
2552,ลำไย, เชียงใหม่ ,ร้อยละ, 2.58 , 1.34 , 0.80 , 0.35 , 0.91 , 1.05 , 44.81 , 43.01 , 1.52 , 1.36 , 1.14 , 1.13 , 100.00 
2552,ลำไย,,ปริมาณ," 4,886 "," 2,538 "," 1,515 ", 663 ," 1,724 "," 1,989 "," 84,871 "," 81,461 "," 2,879 "," 2,576 "," 2,159 "," 2,140 "," 189,401 "
2552,ลำไย, แม่ฮ่องสอน ,ร้อยละ, -   , -   , -   , -   , -   , -   , 62.05 , 37.95 , -   , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 1,009 ", 617 , -   , -   , -   , -   ," 1,626 "
2552,ลำไย, ตาก ,ร้อยละ, 2.59 , 2.69 , 5.21 , 2.27 , 13.42 , 32.23 , 27.32 , 8.36 , 0.35 , 1.57 , 1.40 , 2.59 , 100.00 
2552,ลำไย,,ปริมาณ, 334 , 347 , 672 , 293 ," 1,732 "," 4,160 "," 3,526 "," 1,079 ", 45 , 203 , 181 , 334 ," 12,906 "
2552,ลำไย, กำแพงเพชร ,ร้อยละ, 6.43 , 6.82 , 6.51 , 2.82 , 2.48 , 6.80 , 28.50 , 13.87 , 7.70 , 1.95 , 2.42 , 13.70 , 100.00 
2552,ลำไย,,ปริมาณ, 228 , 242 , 231 , 100 , 88 , 241 ," 1,011 ", 492 , 273 , 69 , 86 , 486 ," 3,547 "
2552,ลำไย, สุโขทัย ,ร้อยละ, -   , 0.18 , 0.49 , 0.28 , 0.39 , 6.25 , 63.64 , 23.39 , 5.38 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , 5 , 11 , 8 , 11 , 170 ," 1,727 ", 635 , 146 , -   , -   , -   ," 2,713 "
2552,ลำไย, แพร่ ,ร้อยละ, -   , -   , -   , -   , -   , 10.68 , 39.61 , 34.86 , 14.85 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 437 ," 1,621 "," 1,427 ", 608 , -   , -   , -   ," 4,093 "
2552,ลำไย, น่าน ,ร้อยละ, -   , -   , -   , -   , -   , 2.94 , 68.75 , 28.21 , 0.10 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 578 ," 13,529 "," 5,552 ", 20 , -   , -   , -   ," 19,679 "
2552,ลำไย, อุตรดิตถ์ ,ร้อยละ, -   , -   , -   , -   , -   , 12.15 , 63.87 , 23.98 , -   , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 389 ," 2,043 ", 767 , -   , -   , -   , -   ," 3,199 "
2552,ลำไย, พิษณุโลก ,ร้อยละ, -   , -   , -   , -   , -   , 5.04 , 58.68 , 24.20 , 2.41 , 5.75 , 3.87 , 0.05 , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 192 ," 2,233 ", 921 , 92 , 219 , 147 , 2 ," 3,806 "
2552,ลำไย, เลย ,ร้อยละ, -   , -   , -   , -   , -   , 0.17 , 73.44 , 26.29 , 0.10 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 17 ," 7,550 "," 2,703 ", 10 , -   , -   , -   ," 10,280 "
2552,ลำไย, หนองบัวลำภู ,ร้อยละ, -   , -   , -   , -   , -   , 0.34 , 81.13 , 18.38 , 0.15 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , 7 ," 1,568 ", 355 , 3 , -   , -   , -   ," 1,933 "
2552,ลำไย, อุดรธานี ,ร้อยละ, -   , -   , -   , 4.67 , 10.70 , 5.30 , 51.77 , 21.35 , 4.30 , 1.41 , 0.36 , 0.14 , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , 84 , 193 , 96 , 934 , 386 , 78 , 25 , 7 , 3 ," 1,806 "
2552,ลำไย, หนองคาย ,ร้อยละ, -   , -   , -   , -   , 2.22 , 10.20 , 70.68 , 14.95 , 1.42 , 0.53 , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , 46 , 209 ," 1,451 ", 307 , 29 , 11 , -   , -   ," 2,053 "
2552,ลำไย, ยโสธร ,ร้อยละ, -   , -   , -   , -   , -   , -   , 52.07 , 17.16 , 30.77 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , -   , -   , -   , 86 , 29 , 51 , -   , -   , -   , 166 
2552,ลำไย, อุบลราชธานี ,ร้อยละ, -   , 0.86 , 1.63 , 15.66 , 21.42 , 28.35 , 23.34 , 3.94 , 4.61 , -   , -   , 0.19 , 100.00 
2552,ลำไย,,ปริมาณ, -   , 8 , 16 , 153 , 209 , 276 , 228 , 38 , 45 , -   , -   , 2 , 975 
2552,ลำไย, ศรีสะเกษ ,ร้อยละ, -   , -   , -   , 8.96 , 0.67 , 11.63 , 56.42 , 21.52 , 0.80 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , 70 , 7 , 91 , 443 , 169 , 6 , -   , -   , -   , 786 
2552,ลำไย, ชัยภูมิ ,ร้อยละ, -   , -   , 19.09 , 20.58 , 3.40 , 7.15 , 36.09 , 9.59 , 4.10 , -   , -   , -   , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , 216 , 233 , 39 , 81 , 409 , 109 , 46 , -   , -   , -   ," 1,133 "
2552,ลำไย, นครราชสีมา ,ร้อยละ, -   , -   , -   , 22.85 , 3.64 , 8.69 , 35.18 , 26.01 , 1.58 , 1.19 , 0.47 , 0.39 , 100.00 
2552,ลำไย,,ปริมาณ, -   , -   , -   , 289 , 46 , 110 , 445 , 329 , 20 , 15 , 6 , 5 ," 1,265 "
2552,ลำไย, สุพรรณบุรี ,ร้อยละ, 16.04 , 13.38 , 2.21 , 5.24 , 0.76 , 1.45 , 17.99 , 13.38 , 3.47 , 2.40 , 14.46 , 9.22 , 100.00 
2552,ลำไย,,ปริมาณ, 224 , 187 , 31 , 73 , 11 , 20 , 251 , 187 , 49 , 34 , 202 , 129 ," 1,398 "
2552,ลำไย, สระแก้ว ,ร้อยละ, 17.05 , 35.38 , 5.90 , 3.46 , 1.03 , 2.82 , 5.13 , 4.74 , 0.64 , 4.10 , 11.03 , 8.72 , 100.00 
2552,ลำไย,,ปริมาณ, 375 , 778 , 130 , 76 , 23 , 62 , 113 , 104 , 14 , 90 , 243 , 192 ," 2,200 "
2552,ลำไย, จันทบุรี ,ร้อยละ, 22.16 , 20.45 , 12.77 , 6.49 , 2.94 , -   , -   , 1.09 , 2.46 , 4.35 , 9.11 , 18.18 , 100.00 
2552,ลำไย,,ปริมาณ," 19,865 "," 18,332 "," 11,447 "," 5,818 "," 2,636 ", -   , -   , 978 ," 2,205 "," 3,899 "," 8,166 "," 16,297 "," 89,643 "
2552,ลำไย, สมุทรสาคร ,ร้อยละ, 21.88 , 9.43 , 5.31 , 24.22 , 1.56 , 7.03 , 12.13 , 6.41 , 10.14 , -   , -   , 1.89 , 100.00 
2552,ลำไย,,ปริมาณ, 33 , 14 , 8 , 36 , 2 , 10 , 18 , 10 , 15 , -   , -   , 3 , 149 
2552,ลำไย, นครปฐม ,ร้อยละ, 1.05 , 2.52 , 0.57 , 2.43 , 0.46 , 1.46 , 21.47 , 18.85 , 9.95 , 7.85 , 26.18 , 7.21 , 100.00 
2552,ลำไย,,ปริมาณ, 2 , 5 , 1 , 5 , 1 , 3 , 41 , 36 , 19 , 15 , 50 , 14 , 192 
2552,มังคุด, รวมทั้งประเทศ , ร้อยละ , 0.72 , 0.67 , 1.10 , 1.97 , 25.55 , 21.13 , 17.05 , 20.66 , 10.24 , 0.90 , 0.01 , -   , 100.00 
2552,มังคุด,,ปริมาณ," 1,952 "," 1,800 "," 2,967 "," 5,323 "," 69,138 "," 57,179 "," 46,142 "," 55,886 "," 27,717 "," 2,429 ", 21 , -   ," 270,554 "
2552,มังคุด, ภาคกลาง , ร้อยละ , -   , -   , -   , 4.74 , 57.89 , 36.16 , 1.21 , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   ," 5,323 "," 64,947 "," 40,561 "," 1,353 ", -   , -   , -   , -   , -   ," 112,184 "
2552,มังคุด, ภาคใต้ , ร้อยละ , 1.23 , 1.14 , 1.87 , -   , 2.65 , 10.49 , 28.28 , 35.29 , 17.50 , 1.54 , 0.01 , -   , 100.00 
2552,มังคุด,,ปริมาณ," 1,952 "," 1,800 "," 2,967 ", -   ," 4,191 "," 16,618 "," 44,789 "," 55,886 "," 27,717 "," 2,429 ", 21 , -   ," 158,370 "
2552,มังคุด, นนทบุรี , ร้อยละ , -   , -   , -   , -   , 20.14 , 79.86 , -   , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , 36 , 145 , -   , -   , -   , -   , -   , -   , 181 
2552,มังคุด, ปราจีนบุรี , ร้อยละ , -   , -   , -   , 18.78 , 43.75 , 30.23 , 7.24 , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , 200 , 467 , 323 , 77 , -   , -   , -   , -   , -   ," 1,067 "
2552,มังคุด, จันทบุรี , ร้อยละ , -   , -   , -   , 4.41 , 64.31 , 30.33 , 0.95 , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   ," 3,383 "," 49,336 "," 23,268 ", 729 , -   , -   , -   , -   , -   ," 76,716 "
2552,มังคุด, ตราด , ร้อยละ , -   , -   , -   , 3.49 , 46.89 , 49.31 , 0.31 , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , 728 ," 9,785 "," 10,289 ", 65 , -   , -   , -   , -   , -   ," 20,867 "
2552,มังคุด, ระยอง , ร้อยละ , -   , -   , -   , 7.81 , 40.22 , 49.15 , 2.82 , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   ," 1,009 "," 5,198 "," 6,352 ", 364 , -   , -   , -   , -   , -   ," 12,923 "
2552,มังคุด, ชลบุรี , ร้อยละ , -   , -   , -   , 3.41 , 43.25 , 49.23 , 4.11 , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , 3 , 36 , 41 , 4 , -   , -   , -   , -   , -   , 84 
2552,มังคุด, ประจวบคีรีขันธ์ , ร้อยละ , -   , -   , -   , -   , 25.72 , 41.33 , 32.95 , -   , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , 89 , 143 , 114 , -   , -   , -   , -   , -   , 346 
2552,มังคุด, ชุมพร , ร้อยละ , 1.01 , 1.01 , -   , -   , 1.11 , 10.42 , 36.78 , 36.42 , 12.73 , 0.52 , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, 535 , 535 , -   , -   , 588 ," 5,519 "," 19,479 "," 19,289 "," 6,742 ", 275 , -   , -   ," 52,962 "
2552,มังคุด, ระนอง , ร้อยละ , -   , -   , -   , -   , 14.00 , 43.25 , 28.75 , 12.50 , 1.50 , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   ," 1,371 "," 4,236 "," 2,816 "," 1,224 ", 147 , -   , -   , -   ," 9,794 "
2552,มังคุด, สุราษฎร์ธานี , ร้อยละ , -   , -   , -   , -   , -   , 6.07 , 51.43 , 35.61 , 6.89 , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , 524 ," 4,440 "," 3,075 ", 595 , -   , -   , -   ," 8,634 "
2552,มังคุด, พังงา , ร้อยละ , -   , -   , -   , -   , 20.12 , 36.25 , 39.45 , 4.18 , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   ," 2,232 "," 4,022 "," 4,376 ", 464 , -   , -   , -   , -   ," 11,094 "
2552,มังคุด, ภูเก็ต , ร้อยละ , -   , -   , -   , -   , -   , 70.00 , 28.00 , 2.00 , -   , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , 160 , 64 , 5 , -   , -   , -   , -   , 229 
2552,มังคุด, กระบี่ , ร้อยละ , -   , -   , -   , -   , -   , 8.16 , 31.32 , 47.25 , 12.00 , 1.27 , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , 100 , 382 , 576 , 146 , 16 , -   , -   ," 1,220 "
2552,มังคุด, ตรัง , ร้อยละ , -   , -   , -   , -   , -   , 3 , 22.49 , 66.78 , 8.18 , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , 83 , 736 ," 2,186 ", 268 , -   , -   , -   ," 3,273 "
2552,มังคุด, นครศรีธรรมราช , ร้อยละ , 3.34 , 2.98 , 3.99 , -   , -   , 3.63 , 14.45 , 36.35 , 33.27 , 1.99 , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ," 1,417 "," 1,265 "," 1,693 ", -   , -   ," 1,540 "," 6,132 "," 15,426 "," 14,118 ", 844 , -   , -   ," 42,435 "
2552,มังคุด, พัทลุง , ร้อยละ , -   , -   , 18.71 , -   , -   , 4.17 , 43.91 , 29.10 , 3.91 , 0.13 , 0.07 , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   ," 1,274 ", -   , -   , 284 ," 2,989 "," 1,981 ", 266 , 9 , 5 , -   ," 6,808 "
2552,มังคุด, สงขลา , ร้อยละ , -   , -   , -   , -   , -   , 2.24 , 18.76 , 31.90 , 26.11 , 20.99 , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , 91 , 762 ," 1,295 "," 1,060 ", 852 , -   , -   ," 4,060 "
2552,มังคุด, สตูล , ร้อยละ , -   , -   , -   , -   , -   , 4.91 , 32.97 , 22.18 , 29.02 , 10.92 , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , 59 , 395 , 266 , 348 , 131 , -   , -   ," 1,199 "
2552,มังคุด, ปัตตานี , ร้อยละ , -   , -   , -   , -   , -   , -   , 6.55 , 51.49 , 34.23 , 6.68 , 1.05 , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , -   , 103 , 805 , 536 , 105 , 16 , -   ," 1,565 "
2552,มังคุด, ยะลา , ร้อยละ , -   , -   , -   , -   , -   , -   , 20.92 , 75.52 , 3.56 , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , -   , 892.00 ," 3,220 ", 152 , -   , -   , -   ," 4,264 "
2552,มังคุด, นราธิวาส , ร้อยละ , -   , -   , -   , -   , -   , -   , 11.29 , 56.07 , 30.82 , 1.82 , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 1,223 "," 6,074 "," 3,339 ", 197 , -   , -   ," 10,833 "
2552,มังคุด, ปัตตานี , ร้อยละ , -   , -   , -   , -   , -   , -   , 18.91 , 58.13 , 20.98 , 1.99 , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , -   , 228 , 701 , 253 , 24 , -   , -   ," 1,206 "
2552,มังคุด, ยะลา , ร้อยละ , -   , -   , -   , -   , -   , -   , 22.63 , 66.86 , 10.51 , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , -   , 915 ," 2,703 ", 425 , -   , -   , -   ," 4,043 "
2552,มังคุด, นราธิวาส , ร้อยละ , -   , -   , -   , -   , -   , -   , 5.33 , 73.11 , 21.56 , -   , -   , -   , 100.00 
2552,มังคุด,,ปริมาณ, -   , -   , -   , -   , -   , -   , 590 ," 8,096 "," 2,388 ", -   , -   , -   ," 11,074 "
2553,ทุเรียน,รวมทั้งประเทศ,ร้อยละ, 0.70 , 0.01 , 1.24 , 16.86 , 35.11 , 8.11 , 7.90 , 15.14 , 7.94 , 3.79 , 2.31 , 0.89 , 100.00 
2553,ทุเรียน,,ปริมาณ," 3,970 ", 49 ," 7,070 "," 95,779 "," 199,449 "," 46,074 "," 44,886 "," 86,018 "," 45,084 "," 21,503 "," 13,131 "," 5,054 "," 568,067 "
2553,ทุเรียน,ภาคเหนือ,ร้อยละ, -   , -   , -   , -   , 3.05 , 7.33 , 23.89 , 36.43 , 22.14 , 7.16 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 424 ," 1,020 "," 3,324 "," 5,069 "," 3,081 ", 996 , -   , -   ," 13,914 "
2553,ทุเรียน,ภาคตะวันออกเฉียงเหนือ,ร้อยละ, -   , -   , -   , -   , 8.96 , 61.98 , 21.98 , 7.08 , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 86 , 595 , 211 , 68 , -   , -   , -   , -   , 960 
2553,ทุเรียน,ภาคกลาง,ร้อยละ, -   , -   , 1.35 , 29.17 , 59.00 , 10.11 , 0.23 , 0.04 , 0.01 , 0.07 , 0.02 , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   ," 4,438 "," 95,753 "," 193,693 "," 33,196 ", 759 , 122 , 40 , 232 , 67 , -   ," 328,300 "
2553,ทุเรียน,ภาคใต้,ร้อยละ, 1.77 , 0.02 , 1.17 , 0.01 , 2.33 , 5.01 , 18.05 , 35.91 , 18.66 , 9.01 , 5.81 , 2.25 , 100.00 
2553,ทุเรียน,,ปริมาณ," 3,970 ", 49 ," 2,632 ", 26 ," 5,246 "," 11,263 "," 40,592 "," 80,759 "," 41,963 "," 20,275 "," 13,064 "," 5,054 "," 224,893 "
