year,plant,region_province,type,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12, percentage_per_ton 
2560,ลองกอง,ประจวบคีรีขันธ์, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 10.84 , 65.65 , 20.23 , 3.28 , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 23 , 138 , 43 , 7 , -   , 211 
2560,ลองกอง,ชุมพร, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , -   , 14.54 , 9.69 , 48.20 , 27.57 , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , -   , 43 , 29 , 145 , 82 , 299 
2560,ลองกอง,ระนอง, ร้อยละ , -   , -   , -   , -   , -   , -   , 1.42 , 40.50 , 53.72 , 4.36 , -   , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 4 , 112 , 149 , 12 , -   , -   , 277 
2560,ลองกอง,สุราษฎร์ธานี, ร้อยละ , -   , -   , -   , -   , -   , -   , 1.25 , 17.49 , 46.24 , 32.02 , 3.00 , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 9 , 128 , 337 , 234 , 22 , -   , 730 
2560,ลองกอง,พังงา, ร้อยละ , -   , -   , -   , -   , -   , -   , 2.00 , 48.14 , 47.61 , 2.25 , -   , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 12 , 296 , 292 , 14 , -   , -   , 614 
2560,ลองกอง,ภูเก็ต, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 66.68 , 33.32 , -   , -   , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 25 , 13 , -   , -   , -   , 38 
2560,ลองกอง,กระบี่, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 18.17 , 63.61 , 18.22 , -   , -   , 100.00 
2560,ลองกอง, , ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 21 , 73 , 21 , -   , -   , 115 
2560,ลองกอง,ตรัง, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 7.38 , 78.45 , 14.17 , -   , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 22 , 233 , 42 , -   , -   , 297 
2560,ลองกอง,นครศรีธรรมราช, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 2.20 , 54.60 , 38.40 , 4.80 , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 36 , 900 , 632 , 79 , -   ," 1,647 "
2560,ลองกอง,พัทลุง, ร้อยละ , 3.00 , 2.00 , -   , -   , -   , -   , -   , 5.00 , 50.00 , 5.00 , -   , 35.00 , 100.00 
2560,ลองกอง,, ปริมาณ , 4 , 3 , -   , -   , -   , -   , -   , 7 , 65 , 7 , -   , 46 , 132 
2560,ลองกอง,สงขลา, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 30.00 , 65.00 , 5.00 , -   , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 767 ," 1,663 ", 128 , -   , -   ," 2,558 "
2560,ลองกอง,สตูล, ร้อยละ , -   , -   , -   , -   , -   , -   , 7.25 , 73.65 , 19.10 , -   , -   , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 43 , 432 , 112 , -   , -   , -   , 587 
2560,ลองกอง,ปัตตานี, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 2.57 , 23.24 , 17.83 , 32.83 , 23.53 , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 49 , 442 , 339 , 625 , 448 ," 1,903 "
2560,ลองกอง,ยะลา, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , -   , 38.23 , 28.78 , 22.60 , 10.39 , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , -   , 230 , 172 , 135 , 62 , 599 
2560,ลองกอง,นราธิวาส, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , -   , 10.00 , 80.00 , 10.00 , -   , 100.00 
2560,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , -   , 6 , 52 , 6 , -   , 64 
2560,เงาะ, รวมทั้งประเทศ ,ร้อยละ, -   , -   , 0.01 , 3.22 , 21.80 , 37.06 , 21.07 , 9.62 , 6.52 , 0.47 , 0.08 , 0.15 , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , 42 ," 7,975 "," 53,991 "," 91,747 "," 52,175 "," 23,828 "," 16,153 "," 1,157 ", 197 , 360 ," 247,625 "
2560,เงาะ, ภาคเหนือ ,ร้อยละ, -   , -   , -   , 0.01 , 2.64 , 9.80 , 11.91 , 50.70 , 18.92 , 4.76 , 1.26 , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , 1.00 , 262 , 974 ," 1,184 "," 5,043 "," 1,881 ", 473 , 125.00 , -   ," 9,943 "
2560,เงาะ, ภาคตะวันออกเฉียงเหนือ ,ร้อยละ, -   , -   , -   , -   , 0.31 , 31.67 , 50.31 , 17.56 , 0.15 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 16.00 ," 1,618.00 "," 2,571.47 ", 897.00 , 7.00 , -   , -   , -   ," 5,109 "
2560,เงาะ, ภาคกลาง ,ร้อยละ, -   , -   , 0.02 , 4.12 , 27.75 , 44.98 , 21.36 , 1.76 , 0.01 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , 42 ," 7,974 "," 53,714 "," 87,104 "," 41,353 "," 3,399 ", 5 , -   , -   , -   ," 193,591 "
2560,เงาะ, ภาคใต้ ,ร้อยละ, -   , -   ,, -   , -   , 3.81 , 15.66 , 36.67 , 37.57 , 4.87 , 0.24 , 1.18 , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   ," 2,050 "," 7,067 "," 14,489 "," 14,260 ", 684 , 72 , 360 ," 38,982 "
2560,เงาะ, เชียงราย ,ร้อยละ, -   , -   , -   , -   , -   , 14.44 , 3.42 , 56.24 , 23.41 , 2.49 , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 646 , 153 ," 2,517 "," 1,047 ", 111 , -   , -   ," 4,474 "
2560,เงาะ, พะเยา ,ร้อยละ, -   , -   , -   , -   , -   , -   , 5.70 , 69.83 , 24.47 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 12 , 147 , 51 , -   , -   , -   ,210
2560,เงาะ, เชียงใหม่ ,ร้อยละ, -   , -   , -   , -   , -   , -   , 5.21 , 30.04 , 25.65 , 28.38 , 10.72 , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 58 , 336 , 288 , 316 , 120 , -   ," 1,118 "
2560,เงาะ, แม่ฮ่องสอน ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , 5.56 , 94.44 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , 1 , 17 , -   , -   , -   , 18 
2560,เงาะ, สุโขทัย ,ร้อยละ, -   , -   , -   , -   , -   , -   , 17.25 , 56.91 , 25.84 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 69 , 227 , 103 , -   , -   , -   , 399 
2560,เงาะ, น่าน ,ร้อยละ, -   , -   , -   , -   , 0.21 , 0.05 , 12.18 , 70.24 , 16.12 , 1.20 , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 4 , 1 , 260 ," 1,499 ", 344 , 26 , -   , -   ," 2,134 "
2560,เงาะ, อุตรดิตถ์ ,ร้อยละ, -   , -   , -   , -   , -   , 0.94 , 69.35 , 19.77 , 2.70 , 5.24 , 2.00 , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 2 , 172 , 49 , 7 , 13 , 5 , -   , 248 
2560,เงาะ, พิษณุโลก ,ร้อยละ, -   , -   , -   , -   , 19.05 , 22.15 , 35.32 , 20.94 , 1.94 , 0.60 , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 238 , 277 , 441 , 262 , 24 , 7 , -   , -   ," 1,249 "
2560,เงาะ, อุทัยธานี ,ร้อยละ, -   , -   , -   , 0.90 , 6.00 , 56.44 , 27.21 , 9.45 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , 1 , 3 , 30 , 14 , 5 , -   , -   , -   , -   , 53 
2560,เงาะ, เพชรบูรณ์ ,ร้อยละ, -   , -   , -   , -   , 42.25 , 43.67 , 14.08 , -   , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 17 , 18 , 5 , -   , -   , -   , -   , -   , 40 
2560,เงาะ, เลย ,ร้อยละ, -   , -   , -   , -   , -   , -   , 64.10 , 35.90 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 347 , 195 , -   , -   , -   , -   , 542 
2560,เงาะ, หนองคาย ,ร้อยละ,,,,,,, 50.10 , 49.90 ,,,,, 100.00 
2560,เงาะ,,ปริมาณ,,,,,,, 15 , 15 ,,,,, 30 
2560,เงาะ, บึงกาฬ ,ร้อยละ, -   , -   , -   , -   , -   , 0.65 , 61.39 , 37.96 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 5 , 474 , 294 , -   , -   , -   , -   , 773 
2560,เงาะ, ยโสธร ,ร้อยละ, -   , -   , -   , -   , -   , 24.74 , 51.63 , 23.63 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 247 , 517 , 236 , -   , -   , -   , -   ," 1,000 "
2560,เงาะ, อุบลราชธานี ,ร้อยละ, -   , -   , -   , -   , -   , 41.67 , 45.64 , 12.69 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 3 , 3 , 1 , -   , -   , -   , -   , 7 
2560,เงาะ, ศรีสะเกษ ,ร้อยละ, -   , -   , -   , -   , 0.87 , 46.73 , 44.73 , 7.04 , 0.63 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 6 , 330 , 314 , 49 , 4 , -   , -   , -   , 703 
2560,เงาะ, นครราชสีมา ,ร้อยละ, -   , -   , -   , -   , 0.50 , 50.85 , 44.04 , 4.61 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 10 ," 1,032 ", 893 , 93 , -   , -   , -   , -   ," 2,028 "
2560,เงาะ, หนองบัวลำภู ,, -   , -   , -   , -   , -   , 3 , 31.19 , 55.05 , 11 , -   , -   , -   , 100.00 
2560,เงาะ,,, -   , -   , -   , -   , -   , 1 , 8 , 14 , 3 , -   , -   , -   , 26 
2560,เงาะ, นครนายก ,ร้อยละ, -   , -   , -   , -   , 29.69 , 61.65 , 6.08 , 2.58 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 23 , 46 , 5 , 2 , -   , -   , -   , -   , 76 
2560,เงาะ, ปราจีนบุรี ,ร้อยละ, -   , -   , -   , -   , 30.10 , 66.55 , 3.35 , -   , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 105 , 231 , 12 , -   , -   , -   , -   , -   , 348 
2560,เงาะ, จันทบุรี* ,ร้อยละ, -   , -   , -   , 1.51 , 18.06 , 45.68 , 33.24 , 1.51 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   ," 1,424 "," 17,035 "," 43,088 "," 31,353 "," 1,424 ", -   , -   , -   , -   ," 94,324 "
2560,เงาะ, ตราด* ,ร้อยละ, -   , -   , 0.05 , 7.75 , 38.69 , 42.67 , 8.71 , 2.13 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , 42 ," 6,537 "," 32,635 "," 35,991 "," 7,347 "," 1,797 ", -   , -   , -   , -   ," 84,349 "
2560,เงาะ, ระยอง* ,ร้อยละ, -   , -   , -   , 0.10 , 29.10 , 56.20 , 14.40 , 0.20 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , 13 ," 3,894 "," 7,521 "," 1,927 ", 27 , -   , -   , -   , -   ," 13,382 "
2560,เงาะ, ชลบุรี ,ร้อยละ, -   , -   , -   , -   , 21.93 , 78.07 , -   , -   , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 5 , 17 , -   , -   , -   , -   , -   , -   , 22 
2560,เงาะ, กาญจนบุรี ,ร้อยละ, -   , -   , -   , -   , 1.74 , 15.20 , 63.53 , 18.67 , 0.86 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 11 , 92 , 385 , 113 , 5 , -   , -   , -   , 606 
2560,เงาะ, ราชบุรี ,ร้อยละ, -   , -   , -   , -   , 4.76 , 77.79 , 17.45 , -   , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 2 , 30 , 7 , -   , -   , -   , -   , -   , 39 
2560,เงาะ, เพชรบุรี ,ร้อยละ, -   , -   , -   , -   , 4.38 , 95.62 , -   , -   , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , 4 , 88 , -   , -   , -   , -   , -   , -   , 92 
2560,เงาะ, ประจวบคีรีขันธ์ ,ร้อยละ, -   , -   , -   , -   , -   , -   , 89.89 , 10.11 , -   , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 317 , 36 , -   , -   , -   , -   , 353 
2560,เงาะ, ชุมพร ,ร้อยละ, -   , -   , -   , -   , -   , -   , 12.00 , 69.00 , 14.00 , 5.00 ,, -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 41 , 238 , 48 , 17 , -   , -   , 344 
2560,เงาะ, ระนอง ,ร้อยละ, -   , -   , -   , -   , -   , -   , 44.48 , 50.49 , 5.03 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 54 , 62 , 6 , -   , -   , -   , 121 
2560,เงาะ, สุราษฎร์ธานี ,ร้อยละ, -   , -   , -   , -   , -   , 7.82 , 20.25 , 30.87 , 39.83 , 1.23 , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   ," 1,984 "," 5,137 "," 7,830 "," 10,103 ", 312 , -   , -   ," 25,366 "
2560,เงาะ, พังงา ,ร้อยละ, -   , -   , -   , -   , -   , 3.71 , 47.06 , 45.67 , 3.56 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 66 , 840 , 815 , 64 , -   , -   , -   ," 1,785 "
2560,เงาะ, ภูเก็ต ,ร้อยละ, -   , -   , -   , -   , -   , -   , 66.39 , 21.31 , 12.30 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 46 , 15 , 9 , -   , -   , -   , 70 
2560,เงาะ, กระบี่ ,ร้อยละ, -   , -   , -   , -   , -   , -   , 33.84 , 41.72 , 22.01 , 2.43 , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 140 , 172 , 91 , 10 , -   , -   , 413 
2560,เงาะ, ตรัง ,ร้อยละ, -   , -   , -   , -   , -   , -   , 4.00 , 70.00 , 26.00 ,, -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 23 , 399 , 148 , -   , -   , -   , 571 
2560,เงาะ, นครศรีธรรมราช ,ร้อยละ, -   ,, -   ,, -   , -   , 3.00 , 47.00 , 40.00 , 4.00 , 1.00 , 5.00 , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 216 ," 3,385 "," 2,880 ", 288 , 72 , 360 ," 7,201 "
2560,เงาะ, พัทลุง ,ร้อยละ,,, -   , -   , -   , -   , 86.28 , 13.72 ,, -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 246 , 39 , -   , -   , -   , -   , 285 
2560,เงาะ, สงขลา ,ร้อยละ, -   , -   , -   , -   , -   , -   , 22.83 , 63.96 , 13.21 ,, -   ,, 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 194 , 543 , 112 , -   , -   , -   , 849 
2560,เงาะ, สตูล ,ร้อยละ, -   , -   , -   , -   , -   , -   , 10.00 , 52.00 , 38.00 , -   , -   , -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 108 , 563 , 411 , -   , -   , -   ," 1,082 "
2560,เงาะ, ปัตตานี ,ร้อยละ, -   ,,,,,, 3.66 , 50.36 , 40.26 , 5.72 ,, -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 17 , 227 , 181 , 26 , -   , -   , 451 
2560,เงาะ, ยะลา ,ร้อยละ, -   , -   , -   , -   , -   ,, 0.81 , 53.53 , 45.27 , 0.39 ,, -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 3 , 174 , 148 , 1 , -   , -   , 326 
2560,เงาะ, นราธิวาส ,ร้อยละ, -   , -   , -   , -   , -   , -   , 2.00 , 23.00 , 50.00 , 25.00 ,, -   , 100.00 
2560,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 2 , 27 , 59 , 30 , -   , -   , 118 
2560,ลิ้นจี่, ทั้งประเทศ ,ร้อยละ, -   , -   , 0.02 , 3.49 , 57.90 , 35.14 , 3.45 , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่,,ปริมาณ, -   , -   , 10 ," 1,623 "," 26,955 "," 16,356 "," 1,608 ", -   , -   , -   , -   , -   ," 46,552 "
2560,ลิ้นจี่, เหนือ ,ร้อยละ, -   , -   , -   , 0.60 , 59.60 , 36.23 , 3.57 , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 270 ," 26,838 "," 16,318 "," 1,608 ", -   , -   , -   , -   , -   ," 45,034 "
2560,ลิ้นจี่, ตะวันออกเฉียงเหนือ ,ร้อยละ, -   , -   , 1.49 , 79.64 , 13.22 , 5.65 , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่,,ปริมาณ, -   , -   , 10 , 536 , 89 , 38 , -   , -   , -   , -   , -   , -   , 673 
2560,ลิ้นจี่, กลาง ,ร้อยละ, -   , -   , -   , 96.69 , 3.31 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 817 , 28 , -   , -   , -   , -   , -   , -   , -   , 845 
2560,ลิ้นจี่, เชียงราย ,ร้อยละ, -   , -   , -   , 3.91 , 84.15 , 11.94 , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, เชียงราย* ,ปริมาณ, -   , -   , -   , 211 ," 4,551 ", 646 , -   , -   , -   , -   , -   , -   ," 5,408 "
2560,ลิ้นจี่, พะเยา ,ร้อยละ, -   , -   , -   , 0.68 , 96.50 , 2.38 , 0.44 , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, พะเยา* ,ปริมาณ, -   , -   , -   , 54 ," 7,678 ", 189 , 35 , -   , -   , -   , -   , -   ," 7,956 "
2560,ลิ้นจี่, ลำปาง ,ร้อยละ, -   , -   , -   , -   , 84.78 , 15.22 , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, ลำปาง ,ปริมาณ, -   , -   , -   , -   , 653 , 117 , -   , -   , -   , -   , -   , -   , 770 
2560,ลิ้นจี่, เชียงใหม่ ,ร้อยละ, -   , -   , -   , -   , 50.81 , 47.47 , 1.72 , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, เชียงใหม่* ,ปริมาณ, -   , -   , -   , -   ," 12,880 "," 12,033 ", 436 , -   , -   , -   , -   , -   ," 25,349 "
2560,ลิ้นจี่, แม่ฮ่องสอน ,ร้อยละ, -   , -   , -   , 7.69 , 92.31 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, แม่ฮ่องสอน ,ปริมาณ, -   , -   , -   , 5 , 66 , -   , -   , -   , -   , -   , -   , -   , 71 
2560,ลิ้นจี่, แพร่ ,ร้อยละ, -   , -   , -   , -   , 15.70 , 62.61 , 21.69 , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, แพร่ ,ปริมาณ, -   , -   , -   , -   , 15 , 59 , 21 , -   , -   , -   , -   , -   , 95 
2560,ลิ้นจี่, น่าน ,ร้อยละ, -   , -   , -   , -   , 15.70 , 62.61 , 21.69 , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, น่าน* ,ปริมาณ, -   , -   , -   , -   , 794 ," 3,168 "," 1,098 ", -   , -   , -   , -   , -   ," 5,060 "
2560,ลิ้นจี่, เพชรบูรณ์ ,ร้อยละ, -   , -   , -   , -   , 61.82 , 32.53 , 5.65 , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, เพชรบูรณ์ ,ปริมาณ, -   , -   , -   , -   , 201 , 106 , 18 , -   , -   , -   , -   , -   , 325 
2560,ลิ้นจี่, เลย ,ร้อยละ, -   , -   , -   , -   , 71.46 , 28.54 , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, เลย ,ปริมาณ, -   , -   , -   , -   , 81 , 33 , -   , -   , -   , -   , -   , -   , 114 
2560,ลิ้นจี่, หนองคาย ,ร้อยละ, -   , -   , -   , -   , 80.91 , 19.09 , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, หนองคาย ,ปริมาณ, -   , -   , -   , -   , 3 , 1 , -   , -   , -   , -   , -   , -   , 4 
2560,ลิ้นจี่, นครพนม ,ร้อยละ, -   , -   , 2.31 , 97.50 , 0.19 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, นครพนม ,ปริมาณ, -   , -   , 8 , 356 , 1 , -   , -   , -   , -   , -   , -   , -   , 365 
2560,ลิ้นจี่, ชัยภูมิ ,ร้อยละ, -   , -   , -   , 6.37 , 42.67 , 50.96 , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, ชัยภูมิ ,ปริมาณ, -   , -   , -   , 1 , 3 , 4 , -   , -   , -   , -   , -   , -   , 8 
2560,ลิ้นจี่, นครราชสีมา ,ร้อยละ, -   , -   , 1.33 , 98.28 , 0.39 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, นครราชสีมา ,ปริมาณ, -   , -   , 2 , 179 , 1 , -   , -   , -   , -   , -   , -   , -   , 182 
2560,ลิ้นจี่, จันทบุรี ,ร้อยละ, -   , -   , -   , 96.74 , 3.26 , -   , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, จันทบุรี ,ปริมาณ, -   , -   , -   , 817 , 28 , -   , -   , -   , -   , -   , -   , -   , 845 
2560,ลิ้นจี่, กาญจนบุรี ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่, กาญจนบุรี ,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่, ราชบุรี ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่, ราชบุรี ,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่, สมุทรสงคราม ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่, สมุทรสงคราม ,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่, สมุทรสงคราม ,ร้อยละ, -   , -   , -   , 100.00 , -   , -   , -   , -   , -   , -   , -   , -   , 100.00 
2560,ลิ้นจี่, สมุทรสงคราม ,ปริมาณ, -   , -   , -   , 0.140 , -   , -   , -   , -   , -   , -   , -   , -   , 0.14 
2560,ลิ้นจี่,ราชบุรี,ร้อยละ, -   , -   , -   , 16.18 , 47.40 , 36.42 , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 1 , 2 , 2 , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่,จังหวัดอื่น ๆ ,ร้อยละ, -   , -   , 25.00 , 5.56 , 2.78 , 52.77 , 13.89 , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่,,ปริมาณ, -   , -   , 9 , 2 , 1 , 19 , 5 , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่,ตาก,ปริมาณ, -   , -   , -   , -   , 1 , 15 , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่,อุดรธานี,ปริมาณ, -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่,หนองคาย,ปริมาณ, -   , -   , -   , -   , -   , 2 , 5 , -   , -   , -   , -   , -   , -   
2560,ลิ้นจี่,ปราจีนบุรี,ปริมาณ, -   , -   , 9 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   
2560,ลำไย, ทั้งประเทศ ,ร้อยละ, 13.96 , 5.67 , 5.63 , 2.59 , 1.31 , 1.29 , 10.27 , 23.59 , 5.24 , 6.51 , 11.73 , 12.21 , 100.00 
2560,ลำไย,,ปริมาณ," 145,094 "," 58,928 "," 58,548 "," 26,867 "," 13,587 "," 13,413 "," 106,694 "," 245,205 "," 54,462 "," 67,616 "," 121,910 "," 126,916 "," 1,039,240 "
2560,ลำไย, เหนือ ,ร้อยละ, 9.40 , 6.73 , 3.24 , 2.33 , 1.97 , 1.50 , 15.93 , 38.10 , 6.16 , 2.61 , 4.03 , 8.00 , 100.00 
2560,ลำไย,,ปริมาณ," 58,800 "," 42,118 "," 20,302 "," 14,584 "," 12,332 "," 9,414 "," 99,672 "," 238,421 "," 38,531 "," 16,311 "," 25,241 "," 50,033 "," 625,759 "
2560,ลำไย, ตะวันออกเฉียงเหนือ ,ร้อยละ, 1.18 , 0.09 , 0.10 , 0.80 , 1.30 , 22.04 , 34.45 , 34.75 , 1.68 , 0.20 , 0.90 , 2.51 , 100.00 
2560,ลำไย,,ปริมาณ, 207 , 15 , 18 , 141 , 229 ," 3,871 "," 6,050 "," 6,104 ", 295 , 36 , 158 , 440 ," 17,564 "
2560,ลำไย, กลาง ,ร้อยละ, 21.74 , 4.24 , 9.66 , 3.07 , 0.26 , 0.03 , 0.25 , 0.17 , 3.95 , 12.95 , 24.37 , 19.31 , 100.00 
2560,ลำไย,,ปริมาณ," 86,087 "," 16,795 "," 38,228 "," 12,142 "," 1,026 ", 128 , 972 , 680 ," 15,636 "," 51,269 "," 96,511 "," 76,443 "," 395,917 "
2560,ลำไย, เชียงราย ,ร้อยละ, -   , -   , -   , -   , -   , -   , 5.87 , 72.07 , 18.12 , 1.73 , 1.65 , 0.56 , 100.00 
